id,datetime,location,text,rating,accessibility,facility,activity,english_translation,aspects,sentiment,real_aspect
75b755b563e54c309c2f62bc6c3d6bbe,2019-02-23 18:22:21,Terminal Wisata Grafika Cikole,Murah tapi wisata lengkap banget ada kebun strawbery flyng fox hingga bisa menginap disana buar orang luar kota yang kesini di jamin bakalan balik lagi ke wisata grafika cikole,5,neutral,positive,positive,"Cheap but a very complete tour, there's a strawberry garden, flying fox, and you can even stay there. For people from out of town who come here, it's guaranteed they'll come back to Grafika Cikole tourism.","price, tour, garden, activity, accommodation, attraction, location","positive, positive, positive, positive, positive, positive, positive","Cheap, tour, strawberry garden, flying fox, stay, Grafika Cikole tourism, here"
0638cadd13f149adb7dec92e6dc25bbc,2022-02-15 13:28:36,Stone Garden,"Serasa time travelling beberapa ratus tahun yang lalu! Masya Allah, amazing bagaimana Allah membuat tumpukan batu jadi terlihat luar biasa dan membuat kita merasa sangat kecil.",5,neutral,neutral,positive,"Feeling like time traveling a few hundred years ago! Masya Allah, amazing how Allah makes piles of stone look extraordinary and makes us feel so small.","history, beauty","positive, positive","ago, stone"
2f1e0818b6ba4411a4aa883a08763be7,2022-03-15 12:39:00,Sarae Hills,"Tempat wisata dg konsep yga bagus, ada miniatur art the triomphe, menara eiffel, piramida mesir, colosseum roma italia, santorini, patung liberty, dll,  petugasnya jg ramah2😊 …",5,neutral,positive,positive,"Tourist spot with a good concept, featuring a miniature Arc de Triomphe, Eiffel Tower, Egyptian pyramids, Roman Colosseum, Santorini, Statue of Liberty, etc. The staff are also very friendly 😊","attraction, staff","positive, positive","spot, staff"
36485422ecc34f1abb22d7ee8dfd01b7,2022-10-23 18:04:06,Gunung Tangkuban Parahu,"Alam yang indah, cuaca dingin, banyak pengunjung, jika ingin berkunjung jangan lupa siapkan masker karena bau balerang bisa merusak paru-paru, dan berhati-hati dengan penipuan.",5,neutral,neutral,positive,"The beautiful nature, cold weather, many visitors. If you want to visit, don't forget to prepare a mask because the sulfur smell can damage your lungs, and be careful of scams.","nature, weather, crowd, air, safety","positive, negative, neutral, negative, negative","nature, weather, visitors, smell, scams"
9ab3667e53474052b05c6186ef7ee300,2019-02-15 21:07:30,Curug Panganten,"Tempat yg pling keren di bandung ,curug y msh alami ,,disarankn motor kudu fit jln berbatu ,klo bisa jng terlalu sore kabut sllu turun ,air terjun y tersembunyi di tengah bukit",4,neutral,neutral,positive,"The coolest place in Bandung, the waterfall is still natural. It's recommended to have a well-maintained motorcycle as the road is rocky. If possible, don't go too late in the afternoon as fog always descends. The waterfall is hidden in the middle of a hill.","place, nature, maintenance, road, weather","positive, positive, negative, negative, negative","place, waterfall, motorcycle, road, fog"
9ca38287c4af4e078f6f8fb3efa7c7d7,2020-02-15 14:18:33,Curug Sawer Cililin,"Tempat ini cukup pantas untuk dikunjungi, tempatnya nyaman untuk botram dengan keluarga sambil rebahan menikmati sejuknya pegunungan...murah dan mudah untuk dikunjungi😊😊😍😍❤👍👍 …",5,neutral,positive,positive,"This place is quite worth visiting, it's a comfortable place for a picnic with family while lounging and enjoying the cool mountain air... cheap and easy to visit 😊😊😍😍❤👍👍","place, comfort, air, price","positive, positive, positive, positive","place, comfortable, air, cheap"
dd12fdbef3964b6e872e6c09331b5042,2022-02-15 13:28:49,Stone Garden,Rekomendasi untuk take a picture dengan pemandangan stone yang sangat menakjubkan. Hanya saja akses jalan masuk yang masih bebatuan dan hawa panas yang menyengat di siang hari.,4,neutral,neutral,positive,"Recommendations for taking a picture with a very stunning stone scenery. However, the access road is still rocky and the hot weather is scorching during the day.","photo, scenery, road, weather","positive, positive, negative, negative","picture, scenery, road, weather"
6dd75199b7594f2b872599ca8a6d58e6,2022-02-23 18:23:13,Terminal Wisata Grafika Cikole,Tempat wisata nya di tutup...lahan parkir nya di jadikan buat razia kendaraan yg melintas..tuk yg akan ke bandung lewat cikole jgn lupa tuk kelengkapan surat2 kendaraan nya ya..,4,neutral,neutral,neutral,"The tourist spot is closed... the parking lot is being used for vehicle raids on those passing by.. for those going to Bandung via Cikole, don't forget to check your vehicle's documents.","spot, parking","negative, negative","spot, parking"
cce707e475bf4948a57b18ba8ae838da,2022-02-23 17:57:53,Floating Market Lembang,"Tempatnya bagus jika jam2 sepi pengunjung, bisa eksplorasi seluruh spot foto. Tiket masuknya agak lumayan mahal hehe, tidak ada tiket terusan, tiap taman ada tiket masuknya lagi",5,neutral,neutral,positive,"The place is nice if it's quiet with few visitors, you can explore all the photo spots. The entrance ticket is quite expensive hehe, there are no combined tickets, each park has its own entrance fee.","place, quietness, crowd, photo, spot, ticket, ticket, entrance","positive, positive, positive, positive, positive, negative, neutral, negative","place, quiet, visitors, photo, spots, ticket, tickets, entrance"
6c69834662724f5d80df57fafe342aa5,2022-09-23 17:57:17,Floating Market Lembang,"Bagus sih tempat wisata dengan konsep beli makanan kuliner pake koin, area nya pun luas dan banyak wahana juga tapi harus berbayar lagi, klo kesini harus sedia uang banyak. Hehe",4,neutral,positive,positive,"It's a nice tourist spot with a concept of buying culinary food using coins. The area is also spacious and has many rides, but they have to be paid for again. If you come here, you have to bring a lot of money. Hehe","spot, food, spaciousness, price, price","positive, positive, positive, negative, negative","spot, food, area, money, coins"
