id,datetime,location,text,rating,accessibility,facility,activity,english_translation,aspects,sentiment,real_aspect
ac13ab4ba9b046f0bfb8eb3acb3cce89,2022-06-15 13:04:59,Taman Lembah DEWATA,Spot foto bagus hanya kurang terawat.harus kreatif memanfaatkan moment untuk foto,5,neutral,negative,positive,"Great photo spot, just a bit neglected. You have to be creative to make the most of the moment for photos.","spot, maintenance, photo","positive, negative, positive","spot, neglected, photos"
1f2233fb7776480b8392437eeec380b6,2019-02-15 13:23:35,Gunung Putri Lembang,"Bagus untuk pendaki pemula, tapi terlalu bising untuk dianggap hutan saat weekend",4,neutral,neutral,positive,"Good for beginner hikers, but too noisy to be considered a forest on weekends.","hiking, noise, nature","positive, negative, neutral","hikers, noisy, forest"
a925dc50eaf44bed902c9f1ab081b10e,2021-02-15 14:15:49,Bukit Senyum,"
Petualangan pemandangan gunung dengan banyak peternakan di Gunung Burangrang KBB",5,neutral,neutral,neutral,Mountain scenery adventure with many farms on Mount Burangrang KBB,"scenery, mountain, nature","positive, positive, positive","scenery, mountain, farms"
86f057bc92f54339890820f89f64022e,2019-02-23 18:22:44,Terminal Wisata Grafika Cikole,"Keren, tiket murah ada penginapan ada tempat makan dan ada outbond. Worth it lah.",5,neutral,positive,neutral,"Cool, cheap tickets, accommodation, food, and outbound activities. It's worth it.","ticket, accommodation, food, activity","positive, positive, positive, positive","tickets, accommodation, food, activities"
1684a2c8e6144522bf6e79c942699a75,2022-11-15 12:39:10,Sarae Hills,"Tempat nya bagus petugas nya ramah² keren ,minus nya bus tidak bisa sampai lokasi",5,negative,positive,positive,"The place is nice, the staff are very friendly and cool. The downside is that the bus cannot reach the location.","place, staff, location","positive, positive, negative","place, staff, location"
d5228b8b3f6f4f8993958ed1bb29b07b,2021-02-15 13:28:45,Stone Garden,"Sebuah tempat bersejarah tertua di pulau jawa..terbentuk 25,-30 juta tahun lalu..",5,neutral,neutral,neutral,The oldest historical site on Java island.. formed 25-30 million years ago..,"history, place","positive, positive","historical, site"
c1705a3d7fdc410e8731c2e493a2a607,2019-02-15 13:49:10,Curug Maribaya,"Sangat cocok Untuk hiking dan Olahraga, udara masih segar dan tempat relatif aman",4,neutral,neutral,positive,"Very suitable for hiking and sports, the air is still fresh and the place is relatively safe","hiking, air, place, safety","positive, positive, positive, positive","hiking, air, place, safe"
db90af597f424d9c9ef243c5b9922c8f,2022-06-23 18:22:10,Terminal Wisata Grafika Cikole,"Acara family gathering seru dan menyenangkan. Sangat  sejuk, dibawah hutan pinus.",5,neutral,neutral,positive,"The family gathering was exciting and fun. It was very cool, under a pine forest.","atmosphere, place","positive, positive","gathering, forest"
af465668cece451c9700c0b049f21885,2022-09-15 12:39:07,Sarae Hills,"Banyak spot foto yg bagus...
yg mau explore sebaiknya datang pagi saat masih sepi",5,neutral,neutral,positive,There are many good photo spots... those who want to explore should come in the morning when it's still quiet,"photo, spot, atmosphere, quietness","positive, positive, positive, positive","photo, spots, morning, quiet"
de6bad523fb4417b94dff4b61664feae,2020-02-23 18:22:18,Terminal Wisata Grafika Cikole,"Tempat nyaman, indah, udara sejuk, bersih, terdapat cottages, penginapan, lesehan",5,neutral,positive,positive,"Comfortable, beautiful place, cool air, clean, there are cottages, lodgings, lesehan (traditional Indonesian seating on the floor)","place, air, accommodation, accommodation, accommodation","positive, positive, positive, positive, positive","place, air, cottages, lodgings, lesehan"
1633f991c52642139199d9eec508cdf5,2022-02-15 14:09:06,Curug Cimahi / Curug Pelangi,Mksh ats kunjjngan ny..jln raya yg lonsongsor ny ka.sdh 1 taun k belkang.🙇‍♂️🙇‍♂️,5,neutral,neutral,neutral,"Thanks for visiting my place. The road there is still muddy, it's been like that for a year.","place, road","positive, negative","place, road"
cb720349f4b94e0daed029702a2787c8,2022-02-15 12:39:27,Sarae Hills,"Staffnya helpful  ramah & fasilitasnya banyak. Ada live musik, harganya worth it.",5,neutral,positive,neutral,"The staff is helpful and friendly & there are many facilities. There's live music, the prices are worth it.","staff, facility, music, price","positive, positive, positive, positive","staff, facilities, music, prices"
fdbe17482bf544269724fdb2ae581874,2020-02-15 14:05:20,Curug Layung Camp Situ Lembang," Suasananya masih sejuk. Tapi yang kurang dari tidak ada tempat untuk bersantai

",5,neutral,negative,positive,The atmosphere is still cool. But what's lacking is a place to relax,"atmosphere, place","positive, negative","atmosphere, place"
27cf244d2fb240f1a91676f5bcfa567f,2021-02-15 12:32:58,Taman Hutan Jayagiri Lembang,"
Tempat yang bagus untuk hiking keluarga, udara segar, kenyamanan dan tiket murah",5,neutral,positive,positive,"A great place for family hiking, fresh air, comfort, and cheap tickets","place, hiking, air, comfort, ticket","positive, positive, positive, positive, negative","place, hiking, air, comfort, tickets"
42caeddb6d5a4474a034a8f26572eaae,2020-02-23 18:22:45,Terminal Wisata Grafika Cikole,"Luas banget rumah makannya, ada flying fox pula lebar dan ramah-ramah pegawainya.",5,neutral,positive,neutral,"The restaurant is very spacious, it even has a zipline and the staff are friendly.","restaurant, spaciousness, facility, staff","positive, positive, positive, positive","restaurant, spacious, zipline, staff"
112365ff777e4b149707228a354a327f,2019-02-15 12:57:31,Kebun Begonia Lembang,"Tempatnya bersih, makanannya enak, toilet & musholanya bersih, pelayanannya ramah",5,neutral,positive,positive,"The place is clean, the food is delicious, the toilets & prayer room are clean, the service is friendly","place, food, restroom, management, service","positive, positive, positive, positive, positive","place, food, toilets, prayer room, service"
c7bd9ca2d06443dfbe937652ec9ec703,2020-02-15 14:13:13,Sanghyang Kenit,Tempat rafting yang paling asik.. airnya jernih dan pengelolaannya profesional...,4,neutral,positive,positive,The most fun rafting spot.. the water is clear and the management is professional...,"spot, water, management","positive, positive, positive","spot, water, management"
0e14874b05c242c3ba3aa72483ff5c2f,2020-02-15 13:43:41,Sanghyang Heuleut,"View nya bagus,yg bernyali ada spot buat loncat dari tebing,dan masih sangat asri",5,neutral,neutral,positive,"The view is nice, brave ones have a spot for cliff jumping, and it's still very lush.","view, spot, nature","positive, positive, positive","view, spot, lush"
ad4a384a3e4f4a31b1b2f77e724f2b79,2020-02-15 13:23:00,Gunung Putri Lembang,"Tempat terbaik untuk melepaskan lelah, tidak terlalu jauh dari pusat kota bandung",4,neutral,neutral,positive,"The best place to relax, not too far from Bandung city center","place, location","positive, neutral","place, city"
ec1e9e04949a48f38ac5ead7458d292e,2021-02-15 13:23:00,Gunung Putri Lembang,"Suhu nya mencapai 16 c, untuk ukuran orang Karawang sampai noloktok,kedinginan...",5,neutral,neutral,neutral,"The temperature reached 16°C, for Karawang people it's frigid, enough to shiver.",weather,negative,temperature
cb717b8864594de6bb17cc9f03f9d637,2022-07-23 18:22:01,Terminal Wisata Grafika Cikole,"Dsini komplit mulai penginapan, tempat makan, wisata dlm 1 tempat, ada api unggun",5,neutral,positive,positive,"Here everything is complete, starting with accommodation, food, and tourist attractions in one place, with a campfire.","accommodation, food, attraction, place","positive, positive, positive, positive","accommodation, food, tourist attractions, place"
bcea0016723b44cb8f6d3dc44460c94a,2021-02-15 11:58:47,Curug Malela,"Overall is good, cuma Lokasinya jauh.. Fasilitasnya masih harus dilengkapi lagi..",5,negative,negative,positive,"Overall it's good, but the location is far. The facilities still need to be improved.","location, facility","negative, negative","location, facilities"
380c469ac6034664a666e8320a813dc8,2022-02-15 12:39:17,Sarae Hills,"Tempat healing terfavorite berikutnya
Gaskeun orang bandung dijMin nagih pokoknya",5,neutral,neutral,positive,"The next favorite healing spot.
Let's go, Bandung people, you'll definitely be addicted.",spot,positive,spot
7407d3e06d47409e9f32fe8cd20ab052,2021-02-15 21:10:55,Curug Halimun,"Rekomen banget buat para petualang, tracknya menantang karena musim hujan. Kuykuy",5,neutral,neutral,positive,"Highly recommended for adventurers, the track is challenging due to the rainy season. Let's go!","trail, weather","negative, negative","track, rainy season"
7266f8930bb3480dba811ba23dae7e7e,2019-02-15 13:30:14,Stone Garden,Tempat yang pas untuk mengenalkan sejarah kebudayaan manusia kepada peserta didik,4,neutral,neutral,positive,The right place to introduce the history of human culture to students,"place, history, culture","positive, positive, positive","place, history, culture"
de9cbdc0990c46dc9af7ca45724961b3,2020-02-15 13:49:15,Curug Maribaya,Salah masuk...bnyk curug di maribaya. Harus pintar2 milih tempat yg dimaksud anda,3,neutral,neutral,neutral,Wrong entrance... Lots of waterfalls in Maribaya. You have to be smart in choosing the place you mean.,"entrance, place","negative, neutral","entrance, place"
fcbdaeb5c92843fbb75112fea74bace4,2023-01-15 13:22:52,Gunung Putri Lembang,"Seru sih, tapi akses toiletnya ngantri bgt.. Harus agak turun kalo ga mau ngantri",4,neutral,negative,positive,"It's fun, but the toilet access is super crowded. You have to go down a bit if you don't want to queue.","restroom, crowd","negative, negative","toilet, crowded"
9b980c7626b944bb99a4c658b761420f,2019-02-23 18:05:04,Gunung Tangkuban Parahu,Wisata gunung yg tak pernah membosankan..dg pengelola yg baru jadi lebih bagus ..,4,neutral,neutral,neutral,Mountain tourism that is never boring.. with the new management it's even better..,"management, mountain, attraction","positive, neutral, positive","management, mountain, tourism"
9ec0c8684d0e410c8ae38d0ba45fc0af,2019-02-15 12:57:22,Kebun Begonia Lembang,"Tempat indah, bunganya bagus, parkir lumayanlah, hanya saja tempatnya segitu saja",3,neutral,neutral,positive,"Beautiful place, nice flowers, parking is okay, it's just that the place is only that big.","place, place, parking","positive, negative, neutral","place, place, parking"
4e9721b5b05045e7a6f27c17c20cf229,2022-03-23 18:04:59,Gunung Tangkuban Parahu,"Bagus sekarang lebih rapih, bersih dan cuaca lagi bagus gak banyak kabut😍 keren …",5,neutral,positive,neutral,"Good, now it's neater, cleaner, and the weather is good, not much fog 😍 cool…","cleanliness, weather","positive, positive","cleaner, weather"
f313d6fe7dba422db357375d90f59143,2019-02-23 18:13:11,Ciwangun Indah Camp (CIC),Wis jd inget waktu camping bersama teman-teman bikin kepengen lagi camping disitu,5,neutral,neutral,neutral,"""This makes me remember the time we camped with friends, making me want to camp there again.""","activity, accommodation","positive, positive","camped, camp"
94f92904e35343eebee3abbaf9be0bff,2022-02-23 18:13:31,Ciwangun Indah Camp (CIC)," Tempat outbond bagus di bandung untuk informasi turis mancanegara 081802112565

",5,neutral,neutral,neutral,Good outbound location in Bandung for international tourist information 081802112565,"location, information","positive, neutral","location, information"
a7b3bed81574499da902b64e07697772,2019-02-15 13:48:47,Curug Maribaya,Tempatnya recommend tapi tidak untuk orangtua karena lokasinya naik turun tangga.,5,negative,neutral,positive,The place is recommended but not for parents because the location has ups and downs of stairs.,"place, location","positive, negative","place, location"
6656551affba4a68af9d9e02294c5d43,2022-12-23 18:22:00,Terminal Wisata Grafika Cikole,"Tempatnya asik dan nyaman, cocok buat berlibur. Petugasnya ramah2 dan fast respon",5,neutral,positive,positive,"The place is cool and comfortable, perfect for a holiday. The staff are friendly and fast to respond.","place, comfort, staff, service","positive, positive, positive, positive","place, comfortable, staff, respond"
16f065a9721443458f12c14fe0868620,2019-02-15 13:28:55,Stone Garden,tempatnya sejuk bersih n menakjubkan . kalo udah kesini rasanya enggan mau pulang,5,neutral,neutral,positive,"The place is cool, clean, and amazing. Once you come here, you won't want to leave.","place, atmosphere","positive, positive","place, here"
110979e17fb74095a246f35aa2060a2c,2022-02-23 18:34:24,Orchid Forest Cikole,"Tenang
Sejuk
Bagus untuk menyegarkan diri
Fasilitas yang baik dan bersih
Kekinian",5,neutral,positive,positive,"Calm
Cool
Good for refreshing
Good and clean facilities
Modern","atmosphere, facility","positive, positive","Calm, facilities"
6b05a559ae824fa8bd1fe36a69dd413d,2019-02-15 13:48:45,Curug Maribaya,Perlunya kesadaran lebih bagi pengunjung untuk tidak membuang sampah sembarangan.,4,neutral,negative,neutral,The need for greater awareness among visitors not to litter.,cleanliness,negative,litter
037d266c36d347acb56b7686e80cdace,2019-02-15 13:48:45,Curug Maribaya,Kurang Memuaskan dikarenakan kurangnya Sungai yang bisa untuk tempat bermain air.,2,neutral,neutral,negative,Unsatisfactory due to the lack of rivers that can be used for playing in the water.,"water, river","negative, negative","water, rivers"
b0c1eafecedd4345bb06817076a52552,2019-02-15 13:48:43,Curug Maribaya,Destinasi wisata alam menjernhkan fikiran setelah sibuk oleh rutinitas pekerjaan.,2,neutral,neutral,positive,Nature tourism destinations clear the mind after being busy with work routines.,nature,positive,nature
4d42b97439bc495cb45111b1a3bcaab8,2019-02-15 13:49:10,Curug Maribaya,Tempat rekreasi yg nyaman dan udaranya sejuk cocok utk mengajak keluarga berlibur,4,neutral,neutral,positive,"A comfortable recreational spot with cool air, perfect for taking the family on vacation","spot, air, activity","positive, positive, positive","spot, air, recreational"
383ab0aaf2f54a478e36c305a6221714,2020-02-15 13:28:47,Stone Garden,"Tempatnya bagus banget, pemandangannya keren, harganya murah, cocok buat swafoto.",5,neutral,positive,positive,"The place is great, the view is cool, the price is cheap, perfect for selfies.","place, view, price","positive, positive, positive","place, view, price"
e60140844b6540119ad8ab332e639c24,2022-09-15 12:39:08,Sarae Hills,"Keren..Banyak tempat untuk berfoto,, kalau bisa ditambah arena bermain untuk anak",5,neutral,neutral,positive,"Cool. Lots of spots for photos. If possible, add a playground for kids.","spot, attraction","positive, negative","spots, playground"
