id,datetime,location,text,rating,accessibility,facility,activity,english_translation
68b8ed181b794a2cb4c11d4a667b9beb,15-02-2019 13:05,Taman Lembah DEWATA,bagus bersih masih sepi jd enak,5,neutral,neutral,positive,
3b251988b82c428fb18da45dfe430264,15-02-2019 14:20,Situ Ciburuy,di sini dingin yg mau ke sini bawa jaket ya,5,neutral,neutral,positive,
89cb60c13aeb47f49334f0bed5b001c3,23-02-2021 18:34,Orchid Forest Cikole,enak bgt ke sini pas hari jumat sepi,5,neutral,neutral,positive,
2efdc6a5fd6f4593acf383395e6ba813,15-02-2019 13:48,Curug Maribaya,sayang sekali ga boleh nyebur ke curugnya,3,neutral,neutral,negative,
5cefb20d7c9d46a88e1d701945753711,23-02-2021 18:13,Ciwangun Indah Camp (CIC),air terjun dan kebon tehnya bagus dan asri,3,neutral,neutral,neutral,
ef30500b7cd347dab4ded3219d5c6f2b,15-02-2021 12:24,Curug Tilu Leuwi Opat,ada tempat baru buat nongkrong di taman kopi,5,neutral,neutral,neutral,
6e3fcf13e9e64cb9a4225474cd7a6af6,23-02-2022 17:58,Floating Market Lembang,kalo ke sini harus bawa anak jagan sendiri,5,neutral,neutral,neutral,
359db794346d4938b53ae5904bd4cc44,15-01-2023 12:39,Sarae Hills,lumayan buat 1 tmpt bisa 7 negara di kunjungi,5,neutral,neutral,neutral,
1129443658bf4a77b3e6a3134e5801b0,15-02-2020 13:05,Taman Lembah DEWATA,tmptnya ok pa lg bwt yg lg kesemsem,2,neutral,neutral,positive,
ca1ccc3401dc45d2810353ea77dd212a,23-01-2023 18:05,Gunung Tangkuban Parahu,awal tahun 2023 semoga lbh baik dari tahun sblm y,4,neutral,neutral,neutral,
07548f977162400f91e0705574e008ef,15-02-2019 12:39,Sarae Hills,tempat yg sangat ramai dan keren bagi buat foto 2,5,neutral,neutral,positive,
959bf6000cac4163bc063279f6e9b82c,15-02-2019 13:48,Curug Maribaya,krg terawat sampe di atas g tau apa yg mau di lihat,3,neutral,neutral,negative,
8f545bf369ea47c882b306411b7d2fb5,15-02-2019 13:30,Stone Garden,mau tanya dong disni bisa masuk elf besar ga ya thx,4,neutral,neutral,neutral,
cbb4275a54354bc18c90b9586330c576,15-02-2020 13:30,Stone Garden,sore atau pagi kl mlm di sediakan spot bgs kyknya,5,neutral,neutral,neutral,
40a18e30830c4ed78b7e696be1187e9b,15-02-2021 14:05,Curug Layung Camp Situ Lembang,aku belum perna ke sana jadi aku menyukai tempat ini,5,neutral,neutral,neutral,
