id,datetime,location,text,rating,accessibility,facility,activity,english_translation,text_length,summary
365c5aef88c84e049503362128c217da,2022-07-15 14:09:03,Curug Cimahi / Curug Pelangi,"Ekspetasi tinggi.. Pas datang, rodo kecewa. Tempat gak terawat , 1 spot foto gak bisa digunakan. Padahal yg booming spot tsb",5,neutral,negative,negative,"High expectations. When it arrived, a bit disappointed. The place is not well-maintained, 1 photo spot is unusable. Even though that spot is what's trending.",25,"The attraction is poorly maintained, with a popular photo spot being unusable, which restricts a key visitor activity."
38ad5c45a0ed4ae6bbc8a9b4417bf9bd,2023-01-23 18:04:19,Gunung Tangkuban Parahu,"Waktu kesini jalan keatas menuju kawah sempet hujan dan berkabut, hati"" kalau ke sini waktu hujan karna jalannya cukup terjal dan berkelok.
Untungnya waktu sampe atas udah cerah dan tidak berawan. Udaranya sejuk dan cari top view biar angle fotonya bagus hahahaha",4,neutral,neutral,positive,"When I came here, the path leading up to the crater was raining and foggy. Be careful if you come here during the rain because the path is quite steep and winding.
Fortunately, when I reached the top, it was already clear and cloudless. The air was cool and I looked for the top view so the photo angle would be good hahaha.",63,"Access to the crater is via a steep, winding path that requires caution, particularly in rainy or foggy conditions. Upon reaching the summit, visitors can enjoy cool air and scenic views, which are ideal for photography when the weather clears."
3aeb1fe201c643de98a91b5a185ba72f,2023-01-26 17:57:25,Floating Market Lembang,"Tempat yg nyaman sejuk untuk liburan bersama anak anak dan keluarga
Makanan enak enak harga juga masih terjangkau
Semoga kedepan nya ada akses untuk yg bawa stoler / kursi roda , soalnya banyak tangga yg tidak bisa di lalui stoler harus diangkat
Toilet bersih nyaman
Mushola juga tersedia",5,neutral,positive,positive,"A comfortable, cool place for a holiday with children and family.
The food is delicious and the prices are still affordable.
Hopefully in the future there will be access for those who bring strollers/wheelchairs, as there are many stairs that cannot be passed with strollers and have to be lifted.
The toilets are clean and comfortable.
A prayer room is also available.",62,"The attraction is a family-friendly destination featuring clean toilets, a prayer room, and affordable, high-quality food. Its primary drawback is a lack of accessibility, as numerous stairs prevent the use of strollers and wheelchairs."
3c548b4aee774c99ad2c64354a47406f,2022-10-23 18:34:03,Orchid Forest Cikole,"Tempat yang sangat bagus. Datang waktu sore hari, 2-3 jam sebelum tutup, nikmati suasana sore dan malam dengan lampu-lampu yang sudah dinyalakan. Jalanannya bersih dan cuacanya sejuk. Toilet lumayan bersih. Bisa duduk santai sambil dengerin musik.",5,neutral,positive,positive,"A very nice place. Come in the afternoon, 2-3 hours before closing, enjoy the afternoon and evening atmosphere with the lights already on. The streets are clean and the weather is cool. The toilets are quite clean. You can sit and relax while listening to music.",46,"This attraction offers a relaxing atmosphere with well-maintained facilities, including clean toilets. Recommended activities include listening to music and enjoying the ambiance, particularly in the late afternoon and evening when the site is illuminated."
3c7bccea66174ec9af7d706856ef5996,2020-02-15 13:23:14,Gunung Putri Lembang,"Tempatnya bagus bgt sbnrnya, recomended buat yg suka camp. Tambah lg ads fasilitas musholla di area camping. Cuma sayangnya kamar mandi di area camping msh kurang memadai, smg kedepannya bisa diperbanyak lg jumlah kmr mandinya, jd gaperlu turun ke bawah kalau mau ke toilet.",5,neutral,negative,positive,"The place is really good actually, recommended for those who like camping. Plus, there are prayer facilities in the camping area. It's just a shame that the bathrooms in the camping area are still inadequate, hopefully in the future the number of bathrooms can be increased, so we don't have to go downstairs to use the toilet.",57,"Recommended for camping, this site offers prayer facilities but has an insufficient number of bathrooms in the camping area, requiring visitors to use toilets located on a lower level."
3d1def3be3de490d9f93eab926d8856b,2020-02-23 18:05:19,Gunung Tangkuban Parahu,"Tempat wisata yang wajib di kunjungi ketika di lembang. Disana banyak penjual gelang dan aksesoris...,, sangat ramah,, menawarkan jadi fotografer dan bahkan tourguide.. Tetapi mereka tidak mau meminta bayaran....,, mereka mau repot2 tanpa dibayar. Untuk menghargai mereka..belilah dagangan mereka",5,neutral,neutral,positive,"A must-visit tourist spot when in Lembang. There are many vendors selling bracelets and accessories... they are very friendly, offering to be photographers and even tour guides. But they don't want to be paid... they go through the trouble without payment. To appreciate them, buy their merchandise.",47,"This tourist location features friendly local vendors who sell merchandise like bracelets and accessories. These vendors also provide complimentary, informal services such as photography and tour guiding, with visitors encouraged to show appreciation by purchasing their products."
419d931ec07e407cb57785759694d017,2020-02-23 18:34:53,Orchid Forest Cikole,"Tampatnya enak untuk menghilangkan penat, suasana sejuk dan banyak area bermain buat anak-anak cocok, ada adventure, mini golf, kelinci, flaying fox dan saat mau naik ke tempat parkir sudah ada angkutan yang siap membawa kita kembali gratis",5,neutral,positive,positive,"The place is nice for relieving fatigue, cool atmosphere and many playgrounds for children are suitable, there is adventure, mini golf, rabbits, flying fox and when going up to the parking lot there is already transportation ready to take us back for free.",43,"This family-friendly attraction offers various activities, including playgrounds, mini golf, a flying fox, and rabbit encounters. For accessibility, complimentary transportation is available to return visitors to the parking area."
4337c15c690746b5aa9e64fec0eb815c,2022-10-23 17:57:44,Floating Market Lembang,"Pelayan ramah, areanya sangat luas.. Bagus dan indah sampe pegel muter muter.. Cuma mungkin untuk harga wahana (baik kota mini /floating market ) agar lebih murah karena saya rasa tidak sesuai dengan experience nya, atau bisa ditambah keseruannya agar setimpal dengan yg dibayar..",4,neutral,positive,positive,"The staff is friendly, the area is very spacious.. It's so good and beautiful that my feet hurt from walking around.. It's just that maybe the price of the attractions (both mini town / floating market) could be cheaper because I feel it doesn't match the experience, or maybe add more fun so it's worth what you pay..",58,"This spacious attraction has friendly staff but requires extensive walking. While it features activities like a mini town and a floating market, they are considered overpriced for the experience offered."
452be022fbaa49e1be7de6cbbde73e3c,2021-02-15 11:58:44,Curug Malela,"Perjalanan lumayan panjang dengan jalur mobil yg pas pasan bahkan ada yg hanya cukup untuk 1 mobil, sampai parkiran harus jalan kaki atau naik ojeg sekitar 1 km menuju curug, tp semua terbayar dg pemandangan curug yang indah...👍 …",5,negative,neutral,positive,"The journey was quite long with a narrow car path, some only wide enough for one car, and from the parking lot, you have to walk or take a motorbike taxi for about 1 km to the waterfall, but it was all worth it with the beautiful view of the waterfall...👍",51,"Access to the waterfall is challenging, involving a narrow road to a parking lot, from which visitors must then walk or take a 1 km motorbike taxi ride to the site."
461e7a72f928441086e9b2d18a39905e,2023-01-23 18:34:08,Orchid Forest Cikole,"Htm kisaran 55rb per orang (termasuk harga tiket masuk dan parkir). Tempatnya cocok bgt buat healing, suasanya sejuk dan nyaman. Cuma masakan di cafe dalem kurang pas rasanya, harganya jg agak mahal, jadi better yang mau kesini bawa makanan dan minuman asik gelar tiker sendiri buat picnic. Enjoy! ☺️✨",4,neutral,negative,positive,"Around IDR 55k per person (including entrance fee and parking). The place is very suitable for healing, the atmosphere is cool and comfortable. It's just that the food at the cafe inside isn't quite right in taste, and the prices are a bit expensive, so it's better to bring your own food and drinks if you want to come here and lay out your own mat for a picnic. Enjoy! ☺️✨",71,"The attraction, accessible for a fee of around IDR 55k that includes parking, offers a cool and comfortable atmosphere ideal for relaxing activities like picnicking. While an on-site cafe is available, it is noted for expensive and dissatisfying food, so bringing your own provisions is recommended."
